date,relative_price_change_CTtoBS
2020-11-23,1.0833431875059167
2020-11-24,1.076998036941504
2020-11-25,1.073702731222909
2020-11-27,1.0841049381037897
2020-11-30,1.084246886798065
2020-12-01,1.0950608696726443
2020-12-02,1.1023121183489932
2020-12-03,1.1066107472909101
2020-12-04,1.1002081820641805
2020-12-07,1.100238598054577
2020-12-08,1.1044117571678769
2020-12-09,1.1005618265948187
2020-12-10,1.1161693880020513
2020-12-11,1.1163766656113479
2020-12-14,1.116534529375294
2020-12-15,1.1222962324587065
2020-12-16,1.1320024149853258
2020-12-17,1.1186659404108439
2020-12-18,1.1159834698454798
2020-12-21,1.1292081444043212
2020-12-22,1.144344812749567
2020-12-23,1.1418271147358994
2020-12-24,1.1346071269535105
2020-12-28,1.1396222663814766
2020-12-29,1.1343739413168832
2020-12-30,1.1235412718003035
2020-12-31,1.1216941716132527
2021-01-04,1.1238522499629093
2021-01-05,1.1342839057335365
2021-01-06,1.1144641258043846
2021-01-07,1.1338447720827647
2021-01-08,1.1317535731011445
2021-01-11,1.1351457748124218
2021-01-12,1.1401427512149989
2021-01-13,1.1458669257161889
2021-01-14,1.1646869591865912
2021-01-15,1.1606827907393782
2021-01-19,1.1720599720465645
2021-01-20,1.1739211454365766
2021-01-21,1.184083113850906
2021-01-22,1.181217240106509
2021-01-25,1.1851337506989648
2021-01-26,1.1806629112503308
2021-01-27,1.1654576845781506
2021-01-28,1.1780897122096854
2021-01-29,1.1747338715505629
2021-02-01,1.185870475446334
2021-02-02,1.1871861431983664
2021-02-03,1.1987898323810138
2021-02-04,1.1925570997716315
2021-02-05,1.1944771686974203
2021-02-08,1.1993502519717547
2021-02-09,1.1935861015013016
2021-02-10,1.1990215797409864
2021-02-11,1.2015822370394316
2021-02-12,1.2028705382049956
2021-02-16,1.207293199443534
2021-02-17,1.2005322170056334
2021-02-18,1.1961509145192217
2021-02-19,1.197788756669625
2021-02-22,1.1717995751278212
2021-02-23,1.1623131690606416
2021-02-24,1.151443802297762
2021-02-25,1.1395809631238583
2021-02-26,1.1499817650517103
2021-03-01,1.153094906031431
2021-03-02,1.126225708685691
2021-03-03,1.1228461861081362
2021-03-04,1.1261388660532832
2021-03-05,1.1279854979399502
2021-03-08,1.0843799373216547
2021-03-09,1.1074398210763834
2021-03-10,1.0945788339410407
2021-03-11,1.1073225877852164
2021-03-12,1.0979153436250888
2021-03-15,1.1032571176940116
2021-03-16,1.1130995724123984
2021-03-17,1.119013317539111
2021-03-18,1.1042282688813705
2021-03-19,1.130050266965779
2021-03-22,1.14590814913812
2021-03-23,1.1500209644780417
2021-03-24,1.133540689105504
2021-03-25,1.1292887127133908
2021-03-26,1.1388673675126348
2021-03-29,1.1451891133397396
2021-03-30,1.1452294990506187
2021-03-31,1.1628282061501196
2021-04-01,1.171198020345928
2021-04-05,1.184625005631248
2021-04-06,1.1807035705358073
2021-04-07,1.1885257822069428
2021-04-08,1.1936596754213835
2021-04-09,1.1935587037659126
2021-04-12,1.1897407089590621
2021-04-13,1.1983444972008648
2021-04-14,1.1858109991766337
2021-04-15,1.1896891581578746
2021-04-16,1.1875267047623064
2021-04-19,1.1824884705379206
2021-04-20,1.1855149319119511
